protocolTitle,FIELD_plantingSeason,FIELD_pipeline,sub_market,FIELD_Country,FIELD_name,commercialName,OBS_observationRefCd,OBS_descriptorAbbreviation,OBS_numValue
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Peru,HUAC,DK8023,LDSR,PHYRMA,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Peru,HUAC,DK8023,LDSR,CERCZM,1.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Peru,HUAC,DK8023,LDSR,PUCCSO,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Peru,HUAC,ADV9559,LDSR,CERCZM,2.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Peru,HUAC,ADV9559,LDSR,PUCCSO,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Peru,HUAC,ADV9559,LDSR,PHYRMA,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Peru,HUAC,EMBLEMA777,LDSR,PUCCSO,1.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Peru,HUAC,EMBLEMA777,LDSR,CERCZM,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Peru,HUAC,EMBLEMA777,LDSR,PHYRMA,1.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_SANTAROSA_VEN01_FTNY_S23,DK7088,LDSR,PUCCSO,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_SANTAROSA_VEN01_FTNY_S23,DK7088,LDSR,CERCZM,2.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_SANTAROSA_VEN01_FTNY_S23,DK7088,YLD,N/A,59.773516
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_SANTAROSA_VEN01_FTNY_S23,DK7500,LDSR,CERCZM,2.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_SANTAROSA_VEN01_FTNY_S23,DK7500,YLD,N/A,58.514206
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_SANTAROSA_VEN01_FTNY_S23,DK7500,LDSR,PUCCSO,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_SANTAROSA_VEN01_FTNY_S23,DK7508,YLD,N/A,69.936748
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_SANTAROSA_VEN01_FTNY_S23,DK7508,LDSR,CERCZM,2.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_SANTAROSA_VEN01_FTNY_S23,DK7508,LDSR,PUCCSO,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_SANTAROSA_VEN01_FTNY_S23,DK8719,LDSR,CERCZM,2.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_SANTAROSA_VEN01_FTNY_S23,DK8719,YLD,N/A,60.056621
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_SANTAROSA_VEN01_FTNY_S23,DK8719,LDSR,PUCCSO,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_SANTAROSA_VEN01_FTNY_S23,MW9793,LDSR,PUCCSO,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_SANTAROSA_VEN01_FTNY_S23,MW9793,LDSR,CERCZM,2.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_SANTAROSA_VEN01_FTNY_S23,MW9793,YLD,N/A,45.074985
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_SANTAROSA_VEN01_FTNY_S23,DK8023,LDSR,CERCZM,2.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_SANTAROSA_VEN01_FTNY_S23,DK8023,LDSR,PUCCSO,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_SANTAROSA_VEN01_FTNY_S23,DK8023,YLD,N/A,52.985615
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_SANTAROSA_VEN01_FTNY_S23,PAC105,LDSR,PUCCSO,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_SANTAROSA_VEN01_FTNY_S23,PAC105,LDSR,CERCZM,2.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_SANTAROSA_VEN01_FTNY_S23,PAC105,YLD,N/A,59.341971
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_SANTAROSA_VEN01_FTNY_S23,SYN750,LDSR,PUCCSO,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_SANTAROSA_VEN01_FTNY_S23,SYN750,YLD,N/A,47.95756
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_SANTAROSA_VEN01_FTNY_S23,SYN750,LDSR,CERCZM,2.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_MIRI_VEN11_FTNY_S23,DK7088,LDSR,PUCCSO,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_MIRI_VEN11_FTNY_S23,DK7088,YLD,N/A,43.836811
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_MIRI_VEN11_FTNY_S23,DK7088,LDSR,CERCZM,3.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_MIRI_VEN11_FTNY_S23,DK7500,YLD,N/A,58.656823
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_MIRI_VEN11_FTNY_S23,DK7500,LDSR,PUCCSO,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_MIRI_VEN11_FTNY_S23,DK7500,LDSR,CERCZM,3.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_MIRI_VEN11_FTNY_S23,DK7508,LDSR,PUCCSO,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_MIRI_VEN11_FTNY_S23,DK7508,LDSR,CERCZM,2.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_MIRI_VEN11_FTNY_S23,DK7508,YLD,N/A,40.006961
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_MIRI_VEN11_FTNY_S23,DK8719,LDSR,CERCZM,2.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_MIRI_VEN11_FTNY_S23,DK8719,YLD,N/A,39.453716
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_MIRI_VEN11_FTNY_S23,DK8719,LDSR,PUCCSO,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_MIRI_VEN11_FTNY_S23,MW9793,LDSR,CERCZM,2.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_MIRI_VEN11_FTNY_S23,MW9793,YLD,N/A,36.137176
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_MIRI_VEN11_FTNY_S23,MW9793,LDSR,PUCCSO,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_MIRI_VEN11_FTNY_S23,DK8023,YLD,N/A,34.28069
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_MIRI_VEN11_FTNY_S23,DK8023,LDSR,PUCCSO,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_MIRI_VEN11_FTNY_S23,DK8023,LDSR,CERCZM,3.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_MIRI_VEN11_FTNY_S23,PAC105,YLD,N/A,44.184879
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_MIRI_VEN11_FTNY_S23,PAC105,LDSR,CERCZM,2.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_MIRI_VEN11_FTNY_S23,PAC105,LDSR,PUCCSO,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_MIRI_VEN11_FTNY_S23,SYN750,LDSR,CERCZM,5.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_MIRI_VEN11_FTNY_S23,SYN750,YLD,N/A,43.282283
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_BARINAS_MIRI_VEN11_FTNY_S23,SYN750,LDSR,PUCCSO,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_ZARAZA_VEN07_FTNY_S23,DK7508,LDSR,PUCCSO,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_ZARAZA_VEN07_FTNY_S23,DK7508,YLD,N/A,29.893148
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_ZARAZA_VEN07_FTNY_S23,DK7508,LDSR,CERCZM,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_ZARAZA_VEN07_FTNY_S23,DK8719,YLD,N/A,36.567955
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_ZARAZA_VEN07_FTNY_S23,DK8719,LDSR,PUCCSO,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_ZARAZA_VEN07_FTNY_S23,DK8719,LDSR,CERCZM,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_ZARAZA_VEN07_FTNY_S23,MW9793,LDSR,PUCCSO,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_ZARAZA_VEN07_FTNY_S23,MW9793,YLD,N/A,49.481221
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_ZARAZA_VEN07_FTNY_S23,MW9793,LDSR,CERCZM,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_ZARAZA_VEN07_FTNY_S23,PAC105,LDSR,CERCZM,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_ZARAZA_VEN07_FTNY_S23,PAC105,YLD,N/A,45.99932
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_ZARAZA_VEN07_FTNY_S23,PAC105,LDSR,PUCCSO,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_ZARAZA_VEN07_FTNY_S23,SYN750,LDSR,CERCZM,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_ZARAZA_VEN07_FTNY_S23,SYN750,YLD,N/A,50.033274
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_ZARAZA_VEN07_FTNY_S23,SYN750,LDSR,PUCCSO,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_ZARAZA_VEN07_FTNY_S23,DK7088,YLD,N/A,22.402032
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_ZARAZA_VEN07_FTNY_S23,DK7088,LDSR,CERCZM,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_ZARAZA_VEN07_FTNY_S23,DK7088,LDSR,PUCCSO,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_ZARAZA_VEN07_FTNY_S23,DK7500,LDSR,CERCZM,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_ZARAZA_VEN07_FTNY_S23,DK7500,LDSR,PUCCSO,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_ZARAZA_VEN07_FTNY_S23,DK7500,YLD,N/A,19.762492
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_TUCUPIDO_VEN03_FTNY_S23,DK7088,LDSR,CERCZM,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_TUCUPIDO_VEN03_FTNY_S23,DK7088,LDSR,PUCCSO,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_TUCUPIDO_VEN03_FTNY_S23,DK7088,YLD,N/A,51.252391
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_TUCUPIDO_VEN03_FTNY_S23,DK7500,LDSR,PUCCSO,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_TUCUPIDO_VEN03_FTNY_S23,DK7500,YLD,N/A,58.303111
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_TUCUPIDO_VEN03_FTNY_S23,DK7500,LDSR,CERCZM,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_TUCUPIDO_VEN03_FTNY_S23,DK7508,LDSR,PUCCSO,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_TUCUPIDO_VEN03_FTNY_S23,DK7508,LDSR,CERCZM,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_TUCUPIDO_VEN03_FTNY_S23,DK7508,YLD,N/A,61.768249
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_TUCUPIDO_VEN03_FTNY_S23,DK8719,LDSR,CERCZM,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_TUCUPIDO_VEN03_FTNY_S23,DK8719,LDSR,PUCCSO,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_TUCUPIDO_VEN03_FTNY_S23,DK8719,YLD,N/A,79.406772
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_TUCUPIDO_VEN03_FTNY_S23,MW9793,YLD,N/A,62.533553
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_TUCUPIDO_VEN03_FTNY_S23,MW9793,LDSR,PUCCSO,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_TUCUPIDO_VEN03_FTNY_S23,MW9793,LDSR,CERCZM,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_TUCUPIDO_VEN03_FTNY_S23,PAC105,LDSR,CERCZM,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_TUCUPIDO_VEN03_FTNY_S23,PAC105,YLD,N/A,57.075232
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_TUCUPIDO_VEN03_FTNY_S23,PAC105,LDSR,PUCCSO,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_TUCUPIDO_VEN03_FTNY_S23,SYN750,YLD,N/A,49.057297
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_TUCUPIDO_VEN03_FTNY_S23,SYN750,LDSR,CERCZM,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_TUCUPIDO_VEN03_FTNY_S23,SYN750,LDSR,PUCCSO,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_LASMERCEDES_VEN12_FTNY_S23,MW9793,LDSR,PUCCSO,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_LASMERCEDES_VEN12_FTNY_S23,MW9793,LDSR,CERCZM,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_LASMERCEDES_VEN12_FTNY_S23,MW9793,YLD,N/A,38.254199
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_LASMERCEDES_VEN12_FTNY_S23,PAC105,LDSR,CERCZM,0.0
NMU 23 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2023.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_GUARICO_LASMERCEDES_VEN12_FTNY_S23,PAC105,LDSR,PUCCSO,0.0
