protocolTitle,FIELD_plantingSeason,FIELD_pipeline,sub_market,FIELD_Country,FIELD_name,commercialName,OBS_observationRefCd,OBS_descriptorAbbreviation,OBS_numValue
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_TUCUPIDO_RARR_ALLFTN_S22,MW9793,YLD,N/A,46.597633
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_MICROSUR_GDGI_FTN_S22,DK7508,YLD,N/A,70.780502
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_TUCUPIDO_RARR_ALLFTN_S22,DK7088,LDSR,SETOTU,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_TUCUPIDO_RARR_ALLFTN_S22,DK8023,LDSR,TARSC,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_MICROSUR_GDGI_FTN_S22,DK7508,EROTP,DIPDMA,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_MICROSUR_GDGI_FTN_S22,DK7508,LDSR,TARSC,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_POBLADOII_ATORR_FTN_S22,DK7500,EROTP,DIPDMA,4.444444
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_POBLADOII_ATORR_FTN_S22,MW9793,EROTP,GIBBZE,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_POBLADOII_ATORR_FTN_S22,DK7508,YLD,N/A,68.312201
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_MICROSUR_GDGI_FTN_S22,DK7500,EROTP,ZZXXFF,0.0
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_POSC_SACRUZ_DACU_V,PAC105,EROTP,GIBBZE,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_POBLADOII_ATORR_FTN_S22,DK7088,EROTP,ZZXXFF,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_TUCUPIDO_RARR_ALLFTN_S22,MW9793,LDSR,PHYRMA,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_TUCUPIDO_RARR_ALLFTN_S22,DK8023,LDSR,CERCZM,0.0
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_POSC_SACRUZ_DACU_V,PAC105,YLD,N/A,47.283366
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_MICROSUR_GDGI_FTN_S22,DK7088,EROTP,DIPDMA,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_TUCUPIDO_RARR_ALLFTN_S22,DK7500,LDSR,CERCZM,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_TUCUPIDO_RARR_ALLFTN_S22,DK8023,YLD,N/A,41.884122
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_MICROSUR_GDGI_FTN_S22,DK7508,LDSR,PHYRMA,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_MICROSUR_GDGI_FTN_S22,DK8719,EROTP,ZZXXFF,4.444444
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_TUCUPIDO_RARR_ALLFTN_S22,DK7500,LDSR,TARSC,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_POBLADOII_ATORR_FTN_S22,DK7508,EROTP,FUSASP,20.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_POBLADOII_ATORR_FTN_S22,DK8023,YLD,N/A,39.289377
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_POBLADOII_ATORR_FTN_S22,DK7088,EROTP,DIPDMA,6.666667
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_TUCUPIDO_RARR_ALLFTN_S22,DK7500,LDSR,PUCCSO,0.0
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_POSC_SACRUZ_DACU_V,DK7088,EROTP,FUSASP,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_MICROSUR_GDGI_FTN_S22,DK7508,LDSR,PHYDMA,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_POBLADOII_ATORR_FTN_S22,DK7088,EROTP,FUSASP,15.555556
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_POSC_SACRUZ_DACU_V,DK8719,EROTP,FUSASP,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_POBLADOII_ATORR_FTN_S22,DK7508,LDSR,PHYDMA,0.0
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_POSC_SACRUZ_DACU_V,DK7500,EROTP,DIPDMA,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_POBLADOII_ATORR_FTN_S22,DK7508,LDSR,DIPDMC,1.0
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_POSC_SACRUZ_DACU_V,SYN750,YLD,N/A,61.506114
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_POBLADOII_ATORR_FTN_S22,DK7508,LDSR,PHYRMA,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_MICROSUR_GDGI_FTN_S22,DK8719,EROTP,DIPDMA,0.0
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_POSC_SACRUZ_DACU_V,DK7500,EROTP,GIBBZE,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_POBLADOII_ATORR_FTN_S22,PAC105,EROTP,FUSASP,68.888889
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_POSC_SACRUZ_DACU_V,DK7088,EROTP,GIBBZE,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_POBLADOII_ATORR_FTN_S22,DK8719,EROTP,DIPDMA,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_POBLADOII_ATORR_FTN_S22,DK8023,EROTP,DIPDMA,0.0
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_POSC_SACRUZ_DACU_V,SYN750,EROTP,GIBBZE,1.724138
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_POSC_SACRUZ_DACU_V,DK8719,EROTP,GIBBZE,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_TUCUPIDO_RARR_ALLFTN_S22,DK7088,LDSR,DIPDMC,0.0
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_POSC_SACRUZ_DACU_V,PAC105,EROTP,DIPDMA,1.724138
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_TUCUPIDO_RARR_ALLFTN_S22,DK7088,YLD,N/A,38.981262
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_MICROSUR_GDGI_FTN_S22,DK8023,EROTP,ZZXXFF,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_TUCUPIDO_RARR_ALLFTN_S22,DK7088,LDSR,TARSC,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_MICROSUR_GDGI_FTN_S22,DK8719,EROTP,USTIMA,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_TUCUPIDO_RARR_ALLFTN_S22,DK7508,YLD,N/A,36.449704
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_MICROSUR_GDGI_FTN_S22,DK7500,EROTP,FUSASP,4.444444
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_TUCUPIDO_RARR_ALLFTN_S22,DK7088,LDSR,CERCZM,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_TUCUPIDO_RARR_ALLFTN_S22,DK7508,LDSR,TARSC,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_MICROSUR_GDGI_FTN_S22,DK7508,LDSR,PHSPMA,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_MICROSUR_GDGI_FTN_S22,DK7508,LDSR,DIPDMC,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_TUCUPIDO_RARR_ALLFTN_S22,DK8719,LDSR,CERCZM,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_TUCUPIDO_RARR_ALLFTN_S22,DK8719,LDSR,DIPDMC,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_POBLADOII_ATORR_FTN_S22,DK7508,LDSR,PUCCPY,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_TUCUPIDO_RARR_ALLFTN_S22,MW9793,LDSR,SETOTU,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_TUCUPIDO_RARR_ALLFTN_S22,DK7088,LDSR,PHYRMA,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_POBLADOII_ATORR_FTN_S22,DK7088,YLD,N/A,45.4745
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_MICROSUR_GDGI_FTN_S22,MW9793,EROTP,USTIMA,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_POBLADOII_ATORR_FTN_S22,DK7500,EROTP,ZZXXFF,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_POBLADOII_ATORR_FTN_S22,DK7508,LDSR,SETOTU_V12_14,3.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_TUCUPIDO_RARR_ALLFTN_S22,MW9793,LDSR,DIPDMC,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_MICROSUR_GDGI_FTN_S22,DK7508,LDSR,SETOTU_V12_14,3.0
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_POSC_SACRUZ_DACU_V,DK7500,EROTP,FUSASP,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_MICROSUR_GDGI_FTN_S22,DK7500,EROTP,USTIMA,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_MICROSUR_GDGI_FTN_S22,MW9793,EROTP,GIBBZE,6.666667
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_MICROSUR_GDGI_FTN_S22,MW9793,EROTP,ZZXXFF,0.0
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_POSC_SACRUZ_DACU_V,DK7088,YLD,N/A,17.511111
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_POSC_SACRUZ_DACU_V,DK7508,EROTP,DIPDMA,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_POBLADOII_ATORR_FTN_S22,DK8023,EROTP,ZZXXFF,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_MICROSUR_GDGI_FTN_S22,DK7508,LDSR,PUCCSO,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_POBLADOII_ATORR_FTN_S22,MW9793,EROTP,FUSASP,28.888889
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_POBLADOII_ATORR_FTN_S22,MW9793,EROTP,ZZXXFF,0.0
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_POSC_SACRUZ_DACU_V,PAC105,EROTP,FUSASP,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_MICROSUR_GDGI_FTN_S22,DK7088,EROTP,FUSASP,11.111111
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_POSC_SACRUZ_DACU_V,DK7088,EROTP,DIPDMA,0.0
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_POSC_SACRUZ_DACU_V,DK7508,YLD,N/A,34.323471
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_TUCUPIDO_RARR_ALLFTN_S22,DK8023,LDSR,SETOTU,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_TUCUPIDO_RARR_ALLFTN_S22,DK7500,YLD,N/A,50.920858
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_MICROSUR_GDGI_FTN_S22,DK8719,EROTP,GIBBZE,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_MICROSUR_GDGI_FTN_S22,MW9793,EROTP,DIPDMA,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_MICROSUR_GDGI_FTN_S22,DK8023,EROTP,FUSASP,28.888889
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_TUCUPIDO_RARR_ALLFTN_S22,MW9793,LDSR,TARSC,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_POBLADOII_ATORR_FTN_S22,DK7508,EROTP,DIPDMA,2.222222
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_TUCUPIDO_RARR_ALLFTN_S22,DK8719,LDSR,SETOTU,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_TUCUPIDO_RARR_ALLFTN_S22,DK7500,LDSR,DIPDMC,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_TUCUPIDO_RARR_ALLFTN_S22,DK7508,LDSR,DIPDMC,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_MICROSUR_GDGI_FTN_S22,DK8719,EROTP,FUSASP,57.777778
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_TUCUPIDO_RARR_ALLFTN_S22,DK7508,LDSR,SETOTU,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_POBLADOII_ATORR_FTN_S22,MW9793,EROTP,DIPDMA,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_MICROSUR_GDGI_FTN_S22,DK7508,LDSR,PUCCPY,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_TUCUPIDO_RARR_ALLFTN_S22,DK8719,YLD,N/A,43.696252
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_MICROSUR_GDGI_FTN_S22,DK7088,EROTP,GIBBZE,2.222222
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_TUCUPIDO_RARR_ALLFTN_S22,MW9793,LDSR,PUCCSO,0.0
NMU 22 SS CON CORN GERM FTN ME3 HIGH TIER YELLOW,2022.0,ME3 TROPIC,YELLOW HIGH TIER,Venezuela,FALMA_MICROSUR_GDGI_FTN_S22,DK7508,LDSR,CURVSP,3.0
